n,n_2,Mass,Length,Energy
92,8464,2.1501953324213026e-28,7.59009603734786e-09,4.0760306621257773e-22
6,36,1.81916688846756e-27,6.889926534693947e-09,3.8130420730056965e-24
92,8464,1.638932126452416e-28,4.349515752106108e-09,1.6284225764446341e-21
35,1225,5.693465263060841e-28,8.082392220485495e-09,5.164563207880872e-23
45,2025,2.9831633161380992e-27,2.0981266724899116e-09,1.8805901029471027e-22
41,1681,7.523867268365322e-27,3.418609528390856e-09,2.5589736013808582e-23
1,1,8.611024740033267e-27,8.55325562618387e-09,8.711728483993438e-26
3,9,4.553537830274993e-29,1.389083147303646e-09,1.873863245212193e-21
80,6400,1.1711448011597105e-28,5.833368253201021e-09,1.10169829288631e-21
100,10000,1.9491722608293735e-28,7.244054686893358e-09,5.365477885476455e-22
78,6084,5.021569291274828e-30,4.803224308669702e-09,3.6949747742722434e-20
34,1156,2.2132443300186554e-27,6.666045692992422e-09,1.8972958471764672e-23
77,5929,1.2048537651322775e-28,5.392801985248594e-09,1.2060061149974305e-21
16,256,3.486531606686335e-28,4.920584211041146e-09,1.040195834891e-22
35,1225,6.945421945169911e-27,4.752096968460621e-09,1.2246751151073848e-23
25,625,1.147651004445637e-30,5.05031066953113e-09,4.687227687065134e-20
39,1521,4.0040116140043325e-30,6.9507516199698695e-09,1.1064398553068618e-20
80,6400,2.066826121267549e-28,6.5782017995631536e-09,4.90900792004038e-22
52,2704,5.979259618458979e-30,7.886716716135111e-09,7.673359073600707e-21
19,361,1.1731544725861408e-28,7.826724588352502e-09,1.4509764657892617e-22
32,1024,1.5530941478526121e-28,6.334379626402642e-09,2.8181628903500593e-22
99,9801,7.171296129597249e-28,5.621353277752174e-09,2.397606186797133e-22
2,4,1.1031197390961797e-27,2.0594506514862092e-09,2.345992567916657e-23
37,1369,1.8751681298202104e-29,5.551264727827262e-09,3.51398340339627e-21
30,900,2.01728334374512e-29,3.959236316648198e-10,5.206592339181659e-19
63,3969,9.394851884596566e-28,3.3820920883076293e-09,3.217376065963659e-22
47,2209,1.4138887502198037e-28,1.1580824147442795e-09,1.3602719946084155e-20
55,3025,1.3281824234216098e-27,3.877270156083737e-10,1.51173235427326e-20
9,81,1.0211493294575142e-29,1.7359840121947138e-09,1.6050326911310513e-20
11,121,2.7285229053638723e-27,2.9593196610439253e-09,2.526407454378359e-23
77,5929,6.290274715751666e-27,4.929215207027324e-09,2.7649521822588955e-23
95,9025,1.8009810654476228e-27,4.805104678545779e-09,1.2538073862159343e-22
74,5476,1.584186332382226e-28,4.1022818281063455e-09,1.5233389374866253e-21
88,7744,1.4321021085994532e-29,7.025119306075355e-09,6.83318771620932e-21
93,8649,1.9490589198111596e-30,8.426378499304275e-09,3.6880612612365563e-20
1,1,7.611954841483883e-28,2.821907804087115e-09,9.053994524722974e-24
76,5776,1.1750581413405933e-28,7.640486053914044e-09,6.080430567503054e-22
72,5184,1.604795030361403e-27,1.5918270534985058e-09,9.71724683666215e-22
73,5329,1.5978822164607734e-30,5.760277179251103e-09,7.556373305523817e-20
15,225,4.3002805344576355e-27,8.015470106727326e-09,2.979603975815534e-24
36,1296,6.658242934867283e-27,6.0936092944548486e-09,7.991268552608315e-24
67,4489,7.659987239456945e-29,2.643328476140553e-10,6.8701553770851e-19
50,2500,8.142435864657489e-27,4.938655613334714e-10,1.3817206382295904e-21
33,1089,1.2160611803624327e-30,9.46526716480578e-09,1.662320777588379e-20
22,484,4.4217313123084e-30,1.401561737369541e-09,1.3900420497798018e-19
60,3600,2.844254776434542e-29,9.959908276874207e-09,1.1670625907678436e-21
87,7569,4.2272531413040224e-30,2.8403779712226188e-09,1.4000089027239323e-19
17,289,1.1700591874181969e-30,1.8486339860941078e-09,2.3332501160773257e-19
57,3249,7.364160765987233e-30,4.712055227590479e-09,1.913167182875718e-20
86,7396,8.196688823592486e-28,1.9746440855652667e-09,1.476741288551749e-21
8,64,3.547624095860025e-30,4.391868922453005e-09,6.416167942830866e-21
70,4900,6.651071384648896e-27,8.156162373604969e-09,8.68273960010951e-24
78,6084,4.205318344825983e-30,2.5289032756311135e-10,1.5916712029386716e-17
36,1296,4.590153227021292e-29,1.284642432018444e-09,2.6081517952505804e-20
21,441,1.8050950356522187e-29,1.4253777139603537e-09,3.14254399402305e-20
47,2209,2.488752118875017e-28,4.43291312171302e-09,5.274239503817922e-22
47,2209,3.588472480390912e-30,1.4540642080781842e-09,3.3997199286984298e-19
30,900,4.7418318173002337e-29,3.5511469789516188e-09,2.753340256855573e-21
27,729,1.1328757715837302e-29,1.381971302221805e-09,6.848658291208551e-20
96,9216,8.801728230130233e-27,5.410710472825652e-09,2.0446395595076196e-23
72,5184,2.499904690028775e-27,6.320499527075517e-09,3.956656156865511e-23
10,100,2.715183267056794e-30,2.8253574631240772e-09,2.5320723950336744e-20
41,1681,9.070609767003762e-29,9.22626650080339e-09,2.9141872598329285e-22
45,2025,1.5008711745013812e-29,9.209712803777772e-09,1.9399877798059443e-21
88,7744,2.6137071583847442e-30,6.277629512371124e-09,4.688743273279739e-20
66,4356,5.3034769394261335e-27,2.407378215225605e-09,1.1784649499529397e-22
53,2809,1.2828637440684302e-29,8.664435601135236e-10,3.020208001167272e-19
20,400,1.4735902533918099e-27,1.4088026765658814e-09,3.7529691204670074e-22
73,5329,2.208954496423919e-30,6.703686372280855e-09,4.035810691484247e-20
14,196,9.913557025262239e-30,8.627467493547484e-09,1.041247412445852e-21
82,6724,3.3772556189550125e-30,6.3958640285628504e-09,3.257418410083072e-20
100,10000,2.671142814886773e-27,6.3535708758643685e-09,5.089665084677978e-23
85,7225,1.8021859030499437e-27,7.009268835920124e-09,5.268609062504667e-23
43,1849,1.2116075420572509e-27,5.38976291507465e-09,6.704852614296632e-23
17,289,4.181816759350711e-27,3.6577097248030145e-09,1.667583235757397e-23
91,8281,6.657745633107116e-28,4.997692346039991e-09,3.003289724528107e-22
37,1369,1.7697969762092113e-28,2.7329065763171507e-09,1.5362106647980594e-21
27,729,2.8428066925233826e-30,8.709409305669195e-09,6.871651165797737e-21
65,4225,4.8745786473073294e-29,2.568974991172873e-09,1.108864790982315e-20
87,7569,6.042726106353818e-29,7.539170576422838e-09,1.3901487570295212e-21
35,1225,1.678822484864254e-28,2.9823571751544164e-09,1.2863703757618049e-21
2,4,9.178790153106934e-29,5.316802525751801e-09,4.2302454398874676e-23
6,36,3.676820955566517e-30,4.323905903586827e-09,4.790141817907933e-21
9,81,1.4462943650747594e-29,6.410188408647594e-09,8.311249084748953e-22
59,3481,1.057006135324596e-29,7.653177240883244e-09,5.230136610289509e-21
66,4356,2.5367472995452487e-28,1.6890346490700421e-09,5.005087600394585e-21
74,5476,3.420996395764884e-28,4.726039533178929e-09,5.315039233155705e-22
44,1936,1.057965638543362e-27,4.8914504503178585e-09,9.53954956234845e-23
69,4761,6.922501101572452e-28,3.2641262802901327e-09,5.134217053403351e-22
86,7396,8.101949227363944e-27,1.267810102724451e-09,3.624287068555373e-22
71,5041,3.297032531264408e-28,6.301313347847558e-09,2.9764256283718694e-22
97,9409,2.720322776856651e-29,8.458253990435723e-09,2.735343825081291e-21
18,324,4.213591697201428e-29,8.218624701210961e-09,3.4709138087260077e-22
58,3364,1.0566078294372446e-29,6.033460320303558e-09,8.275672948428399e-21
42,1764,1.3728630046471673e-28,5.6813372448685575e-09,5.201672683677724e-22
64,4096,6.398980953690691e-30,9.822921108653566e-09,5.6886591951042576e-21
26,676,5.5713346205256426e-27,9.18175540751751e-09,3.037978790548211e-24
58,3364,1.6421440231088874e-30,2.2198241179831133e-09,3.933704116501057e-19
23,529,1.280927995485434e-29,9.031612524648746e-09,1.2080769442365378e-21
92,8464,5.817552006066593e-29,6.573999781744438e-09,2.008215219969777e-21
67,4489,2.0307076000379743e-30,2.6879897307234408e-09,2.50607618809003e-19
89,7921,1.3972967789843966e-29,6.4249228587933285e-09,8.46813134023606e-21
47,2209,2.885209530427553e-28,2.6460298739957293e-09,1.2768888230695378e-21
79,6241,1.4599636075649604e-29,4.832319418415531e-09,1.2717327797179506e-20
94,8836,3.607488743916975e-27,5.537395179040499e-09,4.663735419147021e-23
91,8281,9.511405277183069e-30,4.10535620839465e-09,3.115423461841705e-20
31,961,1.489598664642922e-28,2.1358264308891743e-10,2.5037016651566715e-19
6,36,3.40594813643538e-29,2.7564394666122954e-09,1.27244310494916e-21
89,7921,5.012066444946121e-29,2.130756922324134e-09,2.146482947598917e-20
14,196,3.873073081245268e-29,3.113430965980509e-09,2.0465197238809793e-21
21,441,4.481920809605786e-27,1.5870805843419893e-09,1.020890659729196e-22
46,2116,7.613422793522378e-29,3.9314784510504397e-10,2.14530061075627e-19
61,3721,6.996900032371078e-29,9.07137813302505e-09,5.814330263940475e-22
27,729,2.0466573737110058e-30,9.58803018510256e-09,7.875568374191578e-21
54,2916,4.16480773041917e-30,2.81392475783647e-09,8.986610394794626e-20
38,1444,3.368372590792611e-29,4.832387696757929e-09,2.6513191206698017e-21
17,289,3.247941158343827e-27,1.6765286266326417e-09,1.0219764631169343e-22
90,8100,3.2900951995571426e-29,5.728599432301214e-09,4.574664042547176e-21
28,784,1.6746242665218932e-30,1.6022874015986476e-09,3.5742249916152455e-19
2,4,1.0505612321576543e-28,1.747272931778146e-09,3.4222300395494777e-22
98,9604,5.288462234731119e-27,1.7802026073316942e-09,3.209075054866275e-22
70,4900,1.2979878972721227e-29,9.184851116796243e-09,3.508368693550942e-21
84,7056,3.734164283786078e-30,7.110935637447562e-09,2.441487143336058e-20
5,25,2.7578496588927606e-27,3.4317375227698694e-09,8.448767560824293e-24
10,100,2.648990765105615e-29,3.944265798630842e-09,1.3317088321677827e-21
49,2401,7.740111082844237e-29,4.302538991710429e-09,1.8768144078092382e-21
57,3249,1.4595734361448493e-27,4.812274800804831e-09,9.25486606414375e-23
48,2304,1.2276777640504342e-29,5.7395977990586e-09,6.513523713488997e-21
30,900,4.310493366678536e-29,1.5427887340614588e-09,1.604735380276602e-20
77,5929,2.292921177873783e-28,8.843863423551633e-09,2.3563490152671343e-22
89,7921,4.544050845836224e-29,3.969921144268521e-09,6.82032602962266e-21
77,5929,7.609196674673555e-28,2.795878415179739e-09,7.104563905815286e-22
27,729,3.539999934148371e-28,3.3760907215901687e-09,3.672437093396089e-22
99,9801,3.767885266813529e-27,5.858060140314134e-09,4.201960297711075e-23
62,3844,1.2760842669108487e-28,5.406368876987266e-09,9.122692967321015e-22
80,6400,2.071483455312433e-28,4.844685425620205e-09,9.030242733979094e-22
3,9,1.9803911350971061e-28,8.88192905079931e-10,1.0538474611591997e-21
6,36,1.2254999989070991e-28,6.3726511177801206e-09,6.616369047196833e-23
15,225,2.3710889573006614e-29,2.8558654075232153e-09,4.2568663101984645e-21
39,1521,3.21173518712373e-29,5.503740366285642e-09,2.2000425102858037e-21
81,6561,1.1984896058423578e-29,8.661510365593816e-09,4.9440808027650166e-21
100,10000,1.0626226900037151e-29,5.725771552892185e-09,1.575342369598669e-20
29,841,5.09630599026765e-28,3.769490946624992e-09,2.197855645887345e-22
90,8100,2.9494144067992575e-29,5.55639565825472e-09,5.424284469411688e-21
45,2025,7.189084110231288e-30,9.290162000947465e-09,3.980287533732559e-21
21,441,9.31035186929237e-30,1.885809211919185e-09,3.480805577059514e-20
97,9409,2.7625822691958736e-27,7.677961720612297e-09,3.26878759328684e-23
7,49,3.0747055186539417e-29,9.487813598781191e-09,1.387983479537282e-22
44,1936,1.15017222768812e-28,4.430879129594824e-10,1.069380019703753e-19
61,3721,9.901365753880038e-29,3.936314627302995e-09,2.1821127921046194e-21
15,225,1.4192827801670047e-29,2.7313379628543267e-09,7.774876788156969e-21
68,4624,1.6355995327328428e-30,6.200991607959631e-10,5.933783813780427e-18
77,5929,1.3833784452790185e-29,9.346813881068217e-10,3.4965891270594033e-19
92,8464,4.330157335709378e-27,8.223186133955068e-09,1.7243522222432108e-23
7,49,3.0946203194330684e-27,6.3440534865117705e-09,3.0844594658960667e-24
78,6084,1.4998235415133074e-27,8.877240466279151e-09,3.621767273489565e-23
6,36,2.333990302739061e-30,6.2558771210746955e-09,3.604938463106384e-21
16,256,1.3688470760832545e-27,7.809309120998986e-09,1.0518695754219333e-23
54,2916,5.5462019383910204e-27,6.281475927215892e-09,1.3542434817617795e-23
60,3600,8.60723689677315e-28,2.5100031582765244e-09,6.072409208247859e-22
91,8281,6.307501284200682e-28,3.920784265753405e-09,5.150628460210266e-22
47,2209,1.0041789602621305e-30,4.8363207212773005e-09,1.0981928838422673e-19
92,8464,3.7584525282083804e-27,5.168716322273518e-09,5.028465046915502e-23
77,5929,3.0013440690472625e-30,6.098243688307952e-09,3.7860597370969955e-20
55,3025,4.648056292783829e-27,1.6274186643659428e-09,2.4519679956026027e-22
49,2401,9.493628444478628e-28,9.27346140586065e-09,3.293837605824308e-23
61,3721,1.1306944399036534e-28,8.838505588807978e-09,3.7900851623059426e-22
7,49,6.643444412758791e-29,2.6814114704262097e-09,8.042663170223121e-22
35,1225,2.736692693142387e-29,1.5523137486716825e-10,2.91276250594946e-18
74,5476,9.793977824913494e-30,9.62514153730747e-09,4.475900527671652e-21
37,1369,2.834903132163631e-29,8.816325068839854e-09,9.21531919409193e-22
42,1764,4.542811358735452e-29,3.664160896853392e-09,3.779180089281585e-21
61,3721,2.4757876797871725e-28,2.316493041229748e-09,2.519860562675446e-21
48,2304,2.8636622714429464e-27,9.681328274857653e-09,9.814577722956177e-24
90,8100,2.8548610379578767e-28,7.870371463301227e-09,2.7931171194702103e-22
35,1225,9.298220899113422e-29,3.5397598306223455e-09,1.6487038935213123e-21
13,169,1.631900113219148e-30,8.239223793453906e-09,6.440198494228837e-21
26,676,6.049494416928093e-28,8.853085432510938e-09,3.0094492862306194e-23
51,2601,1.9274014510035565e-29,8.61419731205836e-09,1.9569982435643943e-21
35,1225,1.4296429142938562e-27,2.8635460594626684e-09,1.6385292330164707e-22
57,3249,1.3074449495552598e-27,7.277747708872172e-09,4.5173061339038845e-23
98,9604,1.1058808449550051e-29,7.660125608018226e-09,8.288348998797854e-21
84,7056,1.4222563058643112e-27,9.488356831344024e-09,3.600323059227602e-23
20,400,1.1223267520338042e-29,8.246417101178098e-09,1.4381432841857835e-21
86,7396,3.83030876989575e-30,2.1255710398715395e-09,2.727316183882113e-19
38,1444,1.438064724403116e-30,1.6603004728235572e-09,5.26082496092126e-19
98,9604,2.980419439237112e-28,8.4904391287789e-09,2.503285909541152e-22
44,1936,1.2931638911382255e-28,6.750909944055729e-09,4.0972885473279403e-22
79,6241,2.328770347761587e-30,5.962218385328909e-09,5.2372914393752506e-20
43,1849,5.293633538949015e-28,9.240203575192791e-09,5.2212390239935394e-23
72,5184,4.057214631101765e-30,7.228121752386383e-09,1.864127729175739e-20
36,1296,6.213087548272111e-30,9.352320586015342e-09,3.635618698448613e-21
11,121,7.412064480585618e-29,4.48620849361506e-09,4.0468458490708907e-22
40,1600,5.0011236425761093e-29,4.208431460041252e-09,2.478414575363815e-21
45,2025,6.161826463279901e-27,4.7992698867842186e-09,1.740102280979922e-23
4,16,8.101178666827039e-28,9.711022163220252e-09,2.873452101952589e-24
61,3721,8.989421540566808e-30,1.002805056877547e-09,3.703284948039252e-19
46,2116,2.6367219607594696e-30,1.7067276929751495e-09,3.2869045802452856e-19
49,2401,2.5961177542924564e-30,4.176044074743643e-09,5.939687787008368e-20
4,16,1.443939088895821e-28,1.2456156134458818e-09,9.7986242306369e-22
84,7056,1.3464916825153234e-29,4.8371749974312494e-09,1.4632350111864095e-20
19,361,2.9562778478883128e-27,9.782893174475979e-09,3.6854947872358734e-24
24,576,5.60903340086657e-29,7.675942361855446e-10,3.985491410157269e-20
14,196,1.516413594391582e-28,3.360747093237847e-09,4.486015554055047e-22
66,4356,2.3298148292826973e-30,7.720449171100053e-09,2.6083115593896396e-20
1,1,2.4696858762131787e-28,1.718113423085465e-09,7.527949414241934e-23
92,8464,3.963573405499131e-30,7.660210485508785e-09,2.1709088394098922e-20
4,16,9.703246713275123e-27,5.608818490886191e-09,7.191545253524142e-25
53,2809,2.678213410872051e-29,4.818471668542621e-10,4.677719131471775e-19
15,225,3.562175046211136e-29,8.889518390517345e-09,2.9244325456025733e-22
90,8100,3.272444171427301e-30,5.599235931199551e-09,4.814318298743266e-20
48,2304,1.7710107341880553e-30,4.713500785419172e-09,6.695067318883714e-20
9,81,1.2967100478900471e-30,5.476227553116484e-09,1.2701608814202523e-20
34,1156,3.5470449283763546e-29,9.912381663210451e-09,5.353998783773432e-22
93,8649,1.1809364006819471e-29,8.64076155128366e-09,5.7886123909398615e-21
64,4096,7.025491340823209e-28,3.4957048577563156e-09,4.091248197159612e-22
57,3249,4.135994219930964e-30,2.9700551565915687e-09,8.574088761177735e-20
2,4,1.8765485264939633e-30,8.245228335587797e-09,8.603732393905059e-22
8,64,4.766955475180025e-27,2.6950201386615054e-09,1.2680808197732553e-23
30,900,1.1726838079091165e-29,6.894262665992686e-09,2.9538384996331696e-21
89,7921,6.032334443696801e-27,9.28265039021111e-09,9.396858318201376e-24
85,7225,1.6533942672687783e-30,1.8067641255931786e-09,8.642943072995399e-19
22,484,4.058849707515231e-28,4.674762921317446e-09,1.36120207007027e-22
83,6889,6.239707578839096e-30,2.0757958365718354e-09,1.6942077108258574e-19
85,7225,3.0454408770385757e-30,3.9499488466495e-09,9.817657611728786e-20
52,2704,4.4325448489470104e-29,5.990328543533302e-10,1.7942005792701519e-19
68,4624,1.403899357827273e-27,1.7540561803614992e-09,8.639885972948748e-22
4,16,3.0035426101680215e-28,9.691435491751326e-09,7.781656336081397e-24
97,9409,1.670722252008803e-30,1.8300334957022632e-09,9.514182363838674e-19
17,289,2.3884816471555664e-29,6.279144843161431e-09,9.907135030656752e-22
42,1764,4.6543333558889854e-29,3.3760614026951803e-09,4.345034240528986e-21
78,6084,1.3403825334332038e-27,4.354009131008723e-09,1.6846482831124223e-22
35,1225,7.280315388225137e-28,8.891523012552896e-10,3.33724129488388e-21
72,5184,5.600999816161747e-29,2.486937377848501e-09,1.1406681375838237e-20
45,2025,6.50524439738981e-28,1.7553343427618927e-09,1.2321150678839897e-21
43,1849,3.543791808106738e-29,3.626028487752044e-09,5.064772051476738e-21
41,1681,2.9879459275302048e-30,8.055294083409785e-09,1.1605674719934166e-20
47,2209,1.7102106464632033e-30,2.474356088329737e-09,2.463462323927287e-19
50,2500,4.1555129884251566e-27,5.9551463761862326e-09,1.8620123214836602e-23
64,4096,3.1790902209918794e-27,5.7647125671827425e-09,3.3246342670968375e-23
17,289,8.286622002192208e-30,3.217281916682333e-09,1.0877152778641649e-20
16,256,7.430117890855979e-27,9.181084847654691e-09,1.4020333619961113e-24
39,1521,3.2505450645516585e-30,4.493440021530372e-09,3.26116362348411e-20
86,7396,1.8298168176236397e-30,4.535781486075192e-09,1.25374340141207e-19
67,4489,4.049206278436331e-27,4.5324999940759825e-09,4.420295961920358e-23
59,3481,7.256436436065389e-29,7.687327157721459e-09,7.550921577513657e-22
46,2116,2.8427171116539627e-28,2.745126231629044e-09,1.1784783819365384e-21
84,7056,2.1085240177829847e-29,1.1440496558552728e-10,1.6704483658542285e-17
96,9216,4.4537484311484536e-30,2.6385377538130846e-09,1.6991862971871864e-19
94,8836,4.782743544118031e-30,7.76129405605514e-09,1.7906246351323763e-20
37,1369,1.2140833029043323e-27,9.895548382798175e-09,1.7080303226694856e-23
69,4761,5.053175783415299e-28,8.050783798933055e-09,1.1561932471014535e-22
1,1,3.600846263197771e-30,6.541870133168108e-09,3.561341785223962e-22
56,3136,7.207103400206175e-30,6.083189268022986e-09,1.1523560545018729e-20
56,3136,8.981255913187752e-28,4.546400593269293e-09,1.6555321842801634e-22
53,2809,7.050669728783275e-29,8.536601893351656e-09,5.66105680617548e-22
33,1089,4.963144545874546e-28,3.7180885495186744e-10,2.6396091839179184e-20
12,144,4.426439854865016e-27,8.257336987254344e-09,2.1820702728949527e-24
63,3969,1.0202562970520234e-30,3.090799795575519e-10,3.5474116479296725e-17
7,49,2.510673299328327e-30,2.9676397234094173e-10,1.7374309616643248e-18
46,2116,1.4994518324987231e-30,7.134995012065084e-09,3.3071967809590534e-20
59,3481,7.793469090952656e-27,4.2801491904563163e-10,2.2679080981734995e-21
55,3025,3.9409120942943814e-27,3.766443128554664e-09,5.399147415305459e-23
14,196,9.683461202443755e-29,9.13790335297977e-09,9.50224819503497e-23
93,8649,1.3796644481523374e-30,8.068185342216775e-09,5.683028245698206e-20
79,6241,2.772714521185627e-29,8.975068255006797e-09,1.94119197011856e-21
77,5929,3.701131870214237e-29,6.198649033912756e-09,2.971557532700118e-21
9,81,4.388646725362925e-29,5.9604863590872545e-09,3.1678934198561127e-22
23,529,1.852394360080873e-28,5.716029865896283e-10,2.085583005383484e-20
83,6889,4.450174965316203e-27,1.0213424340131997e-09,9.812514825230335e-22
88,7744,4.328833894259806e-30,2.210278416787295e-09,2.283704233098204e-19
41,1681,3.620191441312497e-27,9.252191207587685e-09,7.26081200854205e-24
6,36,1.321165913249766e-28,9.355440249033533e-09,2.84765585883609e-23
81,6561,1.3506155116166697e-27,2.614129227325071e-09,4.8163856302595e-22
57,3249,7.579679116638822e-28,2.5619366526650007e-09,6.287953670855405e-22
22,484,9.007812699377396e-28,6.07689068530743e-10,3.6296316835573964e-21
84,7056,1.0092890854883599e-29,2.475045463675656e-09,7.456232118600631e-20
30,900,9.208614464387423e-30,8.106707996776456e-09,2.7205704446096507e-21
5,25,1.3548807042742514e-28,3.3392301037998683e-09,1.8163449236672878e-22
81,6561,3.208635148359601e-27,6.2378040077224595e-09,3.5606009553324595e-23
83,6889,1.0357713194358156e-29,7.393116768798612e-09,8.04602081616777e-21
55,3025,7.975906614111305e-28,2.959564167418128e-09,4.32065092337581e-22
57,3249,3.3758279158694894e-30,9.498081837453213e-09,1.0271758802042453e-20
39,1521,5.725520856542946e-28,5.60590557776774e-10,1.189542931989779e-20
13,169,1.2169661352931914e-30,7.3272822418473756e-09,1.091945819112097e-20
27,729,8.663429931620018e-28,5.3495991840507885e-09,5.976590234809482e-23
73,5329,6.157528283805099e-28,4.300343163695078e-09,3.518295315124196e-22
82,6724,5.6429475650463204e-27,8.748011510551606e-09,1.0421043718823678e-23
76,5776,3.4955602879966914e-29,4.527427216726024e-09,5.8212454670331165e-21
44,1936,2.3888465540665958e-28,6.126580608148129e-09,2.693085802777672e-22
50,2500,1.9040297507054237e-30,5.878037491713335e-09,4.171129203507811e-20
67,4489,3.457200786506888e-30,9.057967159267574e-10,1.2963157209140088e-18
92,8464,6.042600669915955e-27,2.939508175002044e-09,9.670226803417514e-23
1,1,2.1897768948373757e-27,8.723683512640449e-09,3.2932325558646607e-25
50,2500,8.036330662432747e-29,2.998447808784793e-09,3.7978804560995635e-21
26,676,1.1656713455148623e-29,8.558134974808037e-09,1.6713254856260153e-21
13,169,9.92386426725426e-29,5.304510328046748e-09,2.5550182696204014e-22
61,3721,4.0160401625160394e-28,9.923834412580441e-09,8.464373938765639e-23
79,6241,5.354051402352412e-27,3.6968202435551572e-09,5.925294756703046e-23
65,4225,9.300716856097231e-28,7.090706497280592e-09,7.628514690838976e-23
46,2116,6.977330037876536e-29,7.980505565064388e-09,5.681065908817139e-22
94,8836,1.8843687805914675e-28,4.444172546635657e-09,1.3861243747180904e-21
37,1369,1.178091456166533e-29,5.1686351197508216e-09,6.451980426220774e-21
100,10000,1.154920311786939e-30,7.588429347732913e-09,8.252133828425163e-20
14,196,1.6001317436584876e-27,3.34088779028271e-09,4.3020018024012525e-23
10,100,2.7248254508137793e-30,4.437606507199794e-09,1.0227884271823506e-20
58,3364,1.2372433228432247e-27,8.293594668781692e-09,3.740324948128831e-23
40,1600,2.192751750928902e-30,2.4425828599100263e-09,1.6780078424576134e-19
53,2809,2.0761750804230248e-28,1.4412369125410885e-09,6.744708959220469e-21
30,900,2.043994826659078e-29,8.7607415451555e-09,1.0494984413696612e-21
77,5929,2.4741487366978105e-30,3.613966881228037e-09,1.3077317144001518e-19
54,2916,3.6641424985371694e-30,8.99033051257269e-10,1.000672950889627e-18
23,529,7.536365296805105e-27,9.776839654086265e-09,1.752229475740531e-24
24,576,7.944972644232717e-27,8.902790129565044e-09,2.0916481756915707e-24
5,25,1.4199423285044621e-27,2.0244930091352475e-09,4.715077197960544e-23
11,121,2.911389589032398e-30,2.4033562081015776e-09,3.5898652345710045e-20
93,8649,2.0536862347707867e-29,2.1162512903127555e-09,5.549277672720719e-20
7,49,2.829603180227999e-28,2.76160790613007e-09,1.7802071550822205e-22
82,6724,8.732704522703138e-30,2.60364767202696e-09,7.60191009434875e-20
83,6889,4.0061370517377666e-30,6.290443020844757e-09,2.873504594970757e-20
99,9801,4.4315197033876405e-27,6.103942019248487e-09,3.290665837807804e-23
83,6889,1.0596056072084425e-29,3.035147327159575e-09,4.6665547223938484e-20
61,3721,1.4260445714782536e-27,4.47138423181843e-09,1.1741803961756545e-22
82,6724,1.5222174420224068e-29,2.1711103400233007e-09,6.27184676368992e-20
46,2116,1.7562691109851971e-29,2.2710897211828053e-09,2.786892758310471e-20
18,324,1.455319189441244e-27,7.111365993323754e-09,1.342240256060197e-23
100,10000,4.16790285452188e-30,1.228549175998825e-09,8.72407507117547e-19
78,6084,8.31211198100667e-27,5.632527487536828e-09,1.6232994799071215e-23
56,3136,3.7568904169108326e-28,9.249188265778555e-09,9.562563504786335e-23
69,4761,2.6739801529554564e-29,7.885938671865909e-10,2.277226308711176e-19
82,6724,1.7294447932987215e-28,2.727033626470784e-09,3.499034581787226e-21
20,400,4.159255411995066e-27,5.1984660201512795e-09,9.765310529086317e-24
46,2116,1.4618740823019657e-30,9.998181365508265e-09,1.727539220468282e-20
69,4761,1.463173084501387e-28,7.43126668545868e-09,4.686512339665347e-22
87,7569,2.2341694104968236e-29,7.840634417707988e-09,3.476344549042505e-21
65,4225,6.201631834696646e-28,3.1429564394262344e-09,5.823079567576622e-22
66,4356,8.521123750101172e-30,1.958768098977357e-09,1.1079064485478e-19
90,8100,5.583188875289124e-27,2.275349198735488e-09,1.7087799769892605e-22
72,5184,1.8320745306464453e-30,8.138760438886135e-09,3.256078752336077e-20
88,7744,1.7779676223083017e-27,7.349946081737035e-09,5.02820053253503e-23
79,6241,9.737093648951548e-27,5.5855338566779745e-09,1.4272184093901262e-23
67,4489,1.186152121044706e-29,4.972377363840525e-09,1.2538001670517807e-20
20,400,2.412235191827877e-28,9.2456042894946e-09,5.323065558816153e-23
90,8100,1.1801845309802946e-27,3.5948013097724905e-09,3.238656446242486e-22
65,4225,2.575208692385593e-30,5.961332919830968e-09,3.897949840230092e-20
72,5184,2.0850922275287933e-30,7.712775564204208e-09,3.1857222669980465e-20
56,3136,3.448639285628032e-27,4.5896299716317156e-09,4.230648869502661e-23
69,4761,1.047399968196593e-29,3.1592457618667824e-09,3.622361448202385e-20
28,784,2.313153603966858e-28,7.864439489414852e-09,1.0740885325442957e-22
91,8281,2.1081835057187013e-27,6.91587781594482e-09,4.952909918144089e-23
54,2916,9.866879560562775e-27,5.16914812370027e-09,1.124082146917064e-23
17,289,7.657212781690784e-29,2.635514205336736e-09,1.754161418793393e-21
4,16,2.264236391467099e-29,6.687535817164869e-09,2.16784414047072e-22
84,7056,8.715516130720884e-27,2.885310320101045e-09,6.353648555395728e-23
29,841,2.0794303969012697e-30,5.914852434042586e-09,2.1877004357270962e-20
54,2916,1.5182330081360024e-30,8.2480441256768e-09,2.869296648626698e-20
74,5476,5.287223918444648e-27,2.644376505021539e-09,1.098448014964185e-22
18,324,3.175865810811819e-27,1.1609769227202149e-09,2.3077313967428844e-22
56,3136,6.461109662728714e-29,1.5126699434139103e-09,2.078809205923284e-20
24,576,6.338934014236155e-28,3.427648804812967e-09,1.7685789300716889e-22
